timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1771271927532,328,purchase Request,200,OK,Soak Testing Group 3-13,text,true,,6715,278,40,40,https://blazedemo.com/purchase.php,321,0,0
1771271927536,327,Reserve Request,200,OK,Soak Testing Group 3-4,text,true,,7349,226,40,40,https://blazedemo.com/reserve.php,317,0,0
1771271927575,289,conformation Request,200,OK,Soak Testing Group 3-25,text,true,,5780,381,40,40,https://blazedemo.com/confirmation.php,280,0,0
1771271927543,321,Reserve Request,200,OK,Soak Testing Group 3-23,text,true,,7349,226,40,40,https://blazedemo.com/reserve.php,311,0,0
1771271927586,293,conformation Request,200,OK,Soak Testing Group 3-9,text,true,,5780,381,40,40,https://blazedemo.com/confirmation.php,287,0,0
1771271927414,472,Reserve Request,200,OK,Soak Testing Group 3-12,text,true,,7349,226,40,40,https://blazedemo.com/reserve.php,462,0,0
1771271927635,293,purchase Request,200,OK,Soak Testing Group 3-21,text,true,,6715,278,40,40,https://blazedemo.com/purchase.php,283,0,0
1771271927619,322,purchase Request,200,OK,Soak Testing Group 3-22,text,true,,6715,278,40,40,https://blazedemo.com/purchase.php,319,0,0
1771271927553,389,conformation Request,200,OK,Soak Testing Group 3-24,text,true,,5780,381,40,40,https://blazedemo.com/confirmation.php,385,0,0
1771271927536,413,Reserve Request,200,OK,Soak Testing Group 3-29,text,true,,7349,226,40,40,https://blazedemo.com/reserve.php,402,0,0
1771271927635,315,conformation Request,200,OK,Soak Testing Group 3-16,text,true,,5780,381,40,40,https://blazedemo.com/confirmation.php,314,0,0
1771271927650,312,conformation Request,200,OK,Soak Testing Group 3-3,text,true,,5780,381,40,40,https://blazedemo.com/confirmation.php,304,0,0
1771271927630,347,purchase Request,200,OK,Soak Testing Group 3-1,text,true,,6715,278,40,40,https://blazedemo.com/purchase.php,339,0,0
1771271927654,333,conformation Request,200,OK,Soak Testing Group 3-5,text,true,,5780,381,40,40,https://blazedemo.com/confirmation.php,325,0,0
1771271927655,361,purchase Request,200,OK,Soak Testing Group 3-31,text,true,,6715,278,40,40,https://blazedemo.com/purchase.php,344,0,0
